6.67420e8   5.97400e24   734.90000e20  
164000.00000  2.43492e20  461513.76016,0.00000,0.00000,5.82820,0.00004,346883559.62427,0.00000,0.00000,473.77383,0.00331,
165000.00000  2.44164e20  467362.39106,0.00000,0.00000,5.86907,0.00004,346408124.58560,0.00000,0.00000,477.09624,0.00332,
166000.00000  2.44844e20  473251.94997,0.00000,0.00000,5.91005,0.00004,345929362.51020,0.00000,0.00000,480.42791,0.00333,
167000.00000  2.45531e20  479182.55133,0.00000,0.00000,5.95115,0.00004,345447264.09525,0.00000,0.00000,483.76892,0.00334,
168000.00000  2.46227e20  485154.31086,0.00000,0.00000,5.99237,0.00004,344961819.93346,0.00000,0.00000,487.11940,0.00335,
169000.00000  2.46930e20  491167.34559,0.00000,0.00000,6.03370,0.00004,344473020.51186,0.00000,0.00000,490.47944,0.00336,
170000.00000  2.47640e20  497221.77387,0.00000,0.00000,6.07515,0.00004,343980856.21056,0.00000,0.00000,493.84916,0.00337,
171000.00000  2.48359e20  503317.71535,0.00000,0.00000,6.11673,0.00004,343485317.30143,0.00000,0.00000,497.22866,0.00338,
172000.00000  2.49086e20  509455.29107,0.00000,0.00000,6.15842,0.00004,342986393.94683,0.00000,0.00000,500.61805,0.00339,
173000.00000  2.49822e20  515634.62340,0.00000,0.00000,6.20024,0.00004,342484076.19827,0.00000,0.00000,504.01745,0.00340,
174000.00000  2.50565e20  521855.83611,0.00000,0.00000,6.24218,0.00004,341978353.99507,0.00000,0.00000,507.42696,0.00341,
175000.00000  2.51317e20  528119.05435,0.00000,0.00000,6.28425,0.00004,341469217.16298,0.00000,0.00000,510.84670,0.00342,
176000.00000  2.52077e20  534424.40471,0.00000,0.00000,6.32645,0.00004,340956655.41277,0.00000,0.00000,514.27680,0.00343,
177000.00000  2.52846e20  540772.01518,0.00000,0.00000,6.36877,0.00004,340440658.33882,0.00000,0.00000,517.71735,0.00344,
178000.00000  2.53624e20  547162.01522,0.00000,0.00000,6.41123,0.00004,339921215.41769,0.00000,0.00000,521.16849,0.00345,
179000.00000  2.54411e20  553594.53577,0.00000,0.00000,6.45381,0.00004,339398316.00660,0.00000,0.00000,524.63033,0.00346,
180000.00000  2.55206e20  560069.70922,0.00000,0.00000,6.49653,0.00004,338871949.34193,0.00000,0.00000,528.10300,0.00347,
181000.00000  2.56011e20  566587.66949,0.00000,0.00000,6.53939,0.00004,338342104.53774,0.00000,0.00000,531.58661,0.00348,
182000.00000  2.56824e20  573148.55202,0.00000,0.00000,6.58238,0.00004,337808770.58414,0.00000,0.00000,535.08130,0.00349,
183000.00000  2.57647e20  579752.49380,0.00000,0.00000,6.62551,0.00004,337271936.34575,0.00000,0.00000,538.58718,0.00351,
184000.00000  2.58480e20  586399.63337,0.00000,0.00000,6.66877,0.00004,336731590.56007,0.00000,0.00000,542.10439,0.00352,
185000.00000  2.59322e20  593090.11086,0.00000,0.00000,6.71218,0.00004,336187721.83580,0.00000,0.00000,545.63306,0.00353,
186000.00000  2.60173e20  599824.06802,0.00000,0.00000,6.75573,0.00004,335640318.65121,0.00000,0.00000,549.17331,0.00354,
187000.00000  2.61035e20  606601.64819,0.00000,0.00000,6.79943,0.00004,335089369.35238,0.00000,0.00000,552.72529,0.00355,
188000.00000  2.61906e20  613422.99640,0.00000,0.00000,6.84327,0.00004,334534862.15150,0.00000,0.00000,556.28912,0.00356,
189000.00000  2.62787e20  620288.25932,0.00000,0.00000,6.88726,0.00004,333976785.12505,0.00000,0.00000,559.86494,0.00358,
190000.00000  2.63679e20  627197.58532,0.00000,0.00000,6.93139,0.00004,333415126.21201,0.00000,0.00000,563.45289,0.00359,
191000.00000  2.64580e20  634151.12448,0.00000,0.00000,6.97568,0.00004,332849873.21203,0.00000,0.00000,567.05311,0.00360,
192000.00000  2.65493e20  641149.02863,0.00000,0.00000,7.02012,0.00004,332281013.78350,0.00000,0.00000,570.66575,0.00361,
193000.00000  2.66415e20  648191.45135,0.00000,0.00000,7.06472,0.00004,331708535.44168,0.00000,0.00000,574.29094,0.00363,
194000.00000  2.67349e20  655278.54801,0.00000,0.00000,7.10947,0.00004,331132425.55671,0.00000,0.00000,577.92883,0.00364,
195000.00000  2.68293e20  662410.47579,0.00000,0.00000,7.15438,0.00004,330552671.35166,0.00000,0.00000,581.57958,0.00365,
196000.00000  2.69249e20  669587.39369,0.00000,0.00000,7.19945,0.00005,329969259.90044,0.00000,0.00000,585.24332,0.00366,
197000.00000  2.70215e20  676809.46259,0.00000,0.00000,7.24468,0.00005,329382178.12576,0.00000,0.00000,588.92022,0.00368,
198000.00000  2.71193e20  684076.84525,0.00000,0.00000,7.29008,0.00005,328791412.79702,0.00000,0.00000,592.61043,0.00369,
199000.00000  2.72183e20  691389.70634,0.00000,0.00000,7.33564,0.00005,328196950.52816,0.00000,0.00000,596.31411,0.00370,
200000.00000  2.73184e20  698748.21247,0.00000,0.00000,7.38137,0.00005,327598777.77544,0.00000,0.00000,600.03140,0.00372,
201000.00000  2.74197e20  706152.53221,0.00000,0.00000,7.42727,0.00005,326996880.83519,0.00000,0.00000,603.76248,0.00373,
202000.00000  2.75222e20  713602.83614,0.00000,0.00000,7.47334,0.00005,326391245.84158,0.00000,0.00000,607.50751,0.00375,
203000.00000  2.76259e20  721099.29686,0.00000,0.00000,7.51958,0.00005,325781858.76422,0.00000,0.00000,611.26665,0.00376,
